epoch,total_loss
1,519940.23058509827
2,64273.27212166786
3,27264.15909510851
4,20359.451475679874
5,17589.40563160181
6,15610.974696487188
7,14125.58995860815
8,12855.849484801292
9,11910.461402386427
10,10780.624154418707
11,10120.679799705744
12,9225.319515824318
13,8659.279819190502
14,8175.911848187447
15,7383.076698765159
16,6828.494601160288
17,6276.96951969713
18,5902.296406596899
19,5588.445892632008
20,5209.166943639517
